g1,g2,g3,score
ACTR2,IL21,XRCC1,0.7929018940668361
ACTR2,IL21,IRS1,0.7929018940668361
IL21,PSMC5,XRCC1,0.7929018940668361
CRH,IL21,MBNL1,0.7929018940668361
IL21,MBNL1,XRCC1,0.7929018940668361
CASP10,IL21,XRCC1,0.7929018940668361
IL21,UBQLN1,XRCC1,0.7929018940668361
IL21,MAP3K7,XRCC1,0.7929018940668361
ACVR1,DNMT1,IL21,0.7929018940668361
IL21,MC2R,XRCC1,0.7929018940668361
IL21,PERP,XRCC1,0.7929018940668361
IL21,XRCC1,XRCC4,0.7929018940668361
IL21,RUNX1,XRCC1,0.7929018940668361
CYP17A1,IL21,MBNL1,0.7929018940668361
APP,IL21,PAPOLA,0.7929018940668361
IL21,PAPOLA,TP53AIP1,0.7929018940668361
IL21,PAPOLA,TUBB3,0.7929018940668361
CX3CL1,IL21,PAPOLA,0.7929018940668361
IL21,MBNL1,PAPOLA,0.7929018940668361
CASP10,CDK1,MBNL1,0.7929018940668361
CASP10,CRH,PRDX4,0.7929018940668361
GNRHR2,RUNX1,TUBA1C,0.7929018940668361
PPP1R13L,RUNX1,TUBA1A,0.7929018940668361
IL21,PAPOLA,XRCC4,0.7929018940668361
IL21,RHOC,XRCC4,0.7929018940668361
COPS5,IL21,TOP2A,0.7929018940668361
DEK,IL21,TOP2A,0.7929018940668361
IL21,TOP2A,UBQLN1,0.7929018940668361
GNRHR2,IL21,TOP2A,0.7929018940668361
IL21,NOTCH1,TOP2A,0.7929018940668361
MC2R,NFE2L2,RUNX1,0.7929018940668361
CASP10,PRDX4,RFX5,0.7929018940668361
RRM1,RUNX1,TUBA1A,0.7929018940668361
RUNX1,TP53AIP1,TUBA1A,0.7929018940668361
IL21,PLA2G1B,XRCC4,0.7929018940668361
RUNX1,TUBA1A,TUBB3,0.7929018940668361
DNMT1,RUNX1,TUBA1A,0.7929018940668361
IL21,RUNX1,TUBA1A,0.7929018940668361
RUNX1,TOP2A,TUBA1A,0.7929018940668361
PLA2G1B,RUNX1,TUBA1A,0.7929018940668361
HMMR,RUNX1,TUBA1C,0.7929018940668361
RHOC,RUNX1,TUBA1C,0.7929018940668361
RUNX1,TOP2A,TUBA1C,0.7929018940668361
PPP1R13L,RUNX1,TUBA1C,0.7929018940668361
PRDX4,RUNX1,TUBA1C,0.7929018940668361
IL21,TOP2A,XRCC4,0.7929018940668361
IFNAR2,IL21,XRCC4,0.7929018940668361
DNMT1,IL21,XRCC1,0.7929018940668361
